gene_id,gut_r1,gut_r2,gut_r3,duct_r1,duct_r2,duct_r3
ENSMUSG00000104044,0.0,14.77,2.77,29.8,28.0,32.47
ENSMUSG00000043008,477.31,790.54,736.79,1099.48,1004.14,904.01
ENSMUSG00000060795,12.95,7.0,8.3,4.71,6.76,6.8
ENSMUSG00000023873,3.7,0.78,11.07,43.92,11.59,11.33
ENSMUSG00000060791,3267.15,3850.12,3585.01,3113.37,3791.59,4844.04
ENSMUSG00000071637,316.35,610.98,543.77,407.01,812.97,639.68
ENSMUSG00000071636,0.0,0.0,0.0,0.78,0.0,0.0
ENSMUSG00000060798,24.05,20.21,55.35,34.51,2.9,15.1
ENSMUSG00000071633,0.0,0.0,0.0,0.0,0.0,18.13
ENSMUSG00000071632,413.48,636.63,486.35,541.12,573.52,752.96
ENSMUSG00000026103,2822.22,2185.07,2649.67,2246.81,1670.35,2478.66
ENSMUSG00000026102,451.41,511.48,616.41,393.68,300.28,375.35
ENSMUSG00000026107,23850.54,13054.48,14984.8,7009.4,8331.45,5128.01
ENSMUSG00000026104,859.34,1064.94,1092.38,1467.29,1508.14,1193.26
ENSMUSG00000062309,7.4,0.0,6.23,2.35,0.0,0.76
ENSMUSG00000071604,742.79,871.39,528.55,20.39,0.0,41.54
ENSMUSG00000026109,3.7,1.55,2.08,1.57,0.0,6.8
ENSMUSG00000034158,1660.4,1469.93,1707.41,1213.2,1602.76,1055.81
ENSMUSG00000034157,498.58,336.58,458.68,530.92,358.21,244.69
ENSMUSG00000034156,2435.56,2138.43,2295.46,578.76,310.9,374.59
ENSMUSG00000034154,348.73,307.82,326.54,323.89,421.93,432.75
ENSMUSG00000033405,80.48,66.85,112.07,61.17,27.03,41.54
ENSMUSG00000034152,2535.46,2456.36,2439.35,1696.28,1289.93,1018.05
ENSMUSG00000074575,0.0,7.77,0.0,7.06,0.97,0.0
ENSMUSG00000073705,150.78,184.23,187.48,305.85,283.86,508.27
ENSMUSG00000074576,197.03,241.75,157.73,296.44,316.69,390.45
ENSMUSG00000074570,1953.63,3844.67,3453.56,726.19,1145.1,590.59
ENSMUSG00000073700,317.28,354.46,477.36,340.35,380.41,131.41
ENSMUSG00000074579,96.2,162.46,161.89,33.72,6.76,20.39
ENSMUSG00000074578,302.48,418.2,322.39,450.93,687.45,1172.12
ENSMUSG00000105395,49.95,65.3,46.35,4.71,0.0,0.76
ENSMUSG00000105392,10.18,9.33,5.53,9.41,0.0,4.53
ENSMUSG00000018293,34399.39,43535.14,38465.13,43651.54,58868.57,69791.48
ENSMUSG00000042851,41.63,55.97,31.13,54.9,19.31,48.33
ENSMUSG00000042857,23.13,55.19,56.04,20.39,14.48,32.47
ENSMUSG00000042854,27.75,57.52,72.64,76.07,118.76,117.82
ENSMUSG00000005949,1104.47,1081.27,1143.58,435.24,425.79,416.13
ENSMUSG00000033760,294.15,357.57,289.87,627.38,855.45,792.99
ENSMUSG00000084780,2.78,0.78,1.38,0.78,3.86,0.0
ENSMUSG00000046351,245.13,160.13,152.2,247.03,393.93,155.58
ENSMUSG00000046352,18.5,13.99,3.46,179.59,184.41,240.92
ENSMUSG00000005947,21259.58,19253.68,19616.53,50.19,16.41,44.56
ENSMUSG00000089245,3.7,0.78,2.77,0.0,0.0,0.0
ENSMUSG00000049751,98.98,108.05,103.77,138.02,138.07,263.57
ENSMUSG00000105021,0.0,0.0,2.08,1.57,0.97,0.76
ENSMUSG00000084786,1446.72,1716.34,1587.03,1851.56,2681.24,4023.11
ENSMUSG00000026811,452.33,380.89,246.29,958.32,1357.52,839.06
ENSMUSG00000026810,854.71,926.58,913.2,1070.47,1438.62,1968.13
ENSMUSG00000026812,722.44,502.16,507.8,845.39,651.72,735.59
ENSMUSG00000042581,0.0,8.55,0.0,3.14,5.79,2.27
ENSMUSG00000026814,29.6,73.07,51.19,66.66,196.0,84.59
ENSMUSG00000026817,25.9,19.43,33.21,11.76,15.45,31.72
ENSMUSG00000026816,659.53,539.47,460.06,637.58,579.31,691.03
ENSMUSG00000026819,1049.89,1131.79,1117.98,1264.96,836.14,691.03
ENSMUSG00000026818,22.2,0.0,0.0,0.0,58.9,0.0
ENSMUSG00000042589,0.0,0.0,0.0,0.0,3.86,2.27
ENSMUSG00000038736,565.18,293.05,397.1,450.93,177.66,612.49
ENSMUSG00000088118,0.0,0.78,0.0,0.0,0.0,0.0
ENSMUSG00000088119,27.75,16.32,26.29,20.39,15.45,6.8
ENSMUSG00000020826,3.7,0.0,0.0,3.92,0.0,0.76
ENSMUSG00000024769,71.23,54.41,130.06,76.85,97.52,94.4
ENSMUSG00000035208,191.48,200.55,114.84,228.21,260.69,214.49
ENSMUSG00000035206,1005.49,1018.3,887.6,631.3,924.0,506.0
ENSMUSG00000035200,0.0,1.55,0.0,0.0,0.0,0.0
ENSMUSG00000035202,9171.51,9490.42,6469.2,4252.85,7672.97,10286.22
ENSMUSG00000035203,1529.05,1556.99,1403.01,665.02,1064.0,814.89
ENSMUSG00000012705,2.78,0.0,4.15,25.88,26.07,18.13
ENSMUSG00000077704,4.63,9.33,3.46,3.92,2.9,10.57
ENSMUSG00000028419,1824.13,1793.3,1629.93,1624.13,1883.72,1600.33
ENSMUSG00000028413,1585.47,1695.36,1605.71,763.84,618.9,732.57
ENSMUSG00000028412,1159.97,641.3,989.3,1792.74,1297.66,1159.28
ENSMUSG00000028411,543.91,604.76,565.91,535.63,449.93,827.73
ENSMUSG00000028410,5965.41,4115.96,4862.1,6375.75,4695.31,4823.65
ENSMUSG00000008348,6692.47,6043.74,6049.26,10441.17,6960.42,5289.62
ENSMUSG00000028415,17.58,47.42,78.87,0.0,0.0,0.0
ENSMUSG00000028414,100.83,130.59,147.36,100.38,158.34,141.98
ENSMUSG00000102550,13.88,17.1,9.69,5.49,6.76,11.33
ENSMUSG00000048406,39.78,56.75,28.36,92.54,99.45,188.05
ENSMUSG00000102554,0.93,1.55,0.0,7.06,13.52,9.06
ENSMUSG00000043456,29.6,17.1,1.38,0.0,0.0,0.0
ENSMUSG00000102556,1.85,10.88,10.38,2.35,0.0,0.0
ENSMUSG00000102559,28.68,7.0,13.14,13.33,4.83,15.86
ENSMUSG00000006373,1073.94,1165.99,1293.7,2022.52,1741.79,2564.0
ENSMUSG00000038732,52.73,71.51,89.24,130.18,51.17,116.31
ENSMUSG00000006378,77.7,73.07,58.8,105.09,55.03,142.74
ENSMUSG00000042320,35.15,88.62,51.89,58.03,0.0,24.17
ENSMUSG00000042323,3294.9,2619.6,3231.49,3670.96,3205.52,2773.2
ENSMUSG00000045114,0.0,1.55,0.0,1.57,0.0,0.0
ENSMUSG00000042328,539.28,504.49,568.68,790.5,773.38,318.71
ENSMUSG00000114354,12.03,16.32,20.06,1.57,9.66,5.29
ENSMUSG00000044860,38.85,28.76,25.6,5.49,11.59,0.76
ENSMUSG00000044864,332.08,187.34,521.63,588.17,483.72,223.55
ENSMUSG00000044867,0.0,3.11,2.08,18.04,6.76,5.29
ENSMUSG00000084918,5.55,29.54,36.67,3.14,9.66,1.51
ENSMUSG00000084910,28.68,19.43,26.98,9.41,25.1,22.66
ENSMUSG00000084911,42.55,23.32,78.18,7.06,1.93,0.76
ENSMUSG00000084915,5.55,18.66,17.3,17.25,36.69,41.54
ENSMUSG00000084917,11.1,2.33,0.69,4.71,0.0,6.8
ENSMUSG00000082186,11.1,3.11,11.07,8.63,5.79,5.29
ENSMUSG00000087351,12.03,7.77,11.07,2.35,2.9,11.33
ENSMUSG00000082189,2.78,0.78,0.69,0.78,0.0,0.0
ENSMUSG00000032265,1482.8,2421.38,1851.31,1007.73,1289.93,1419.08
ENSMUSG00000032264,885.24,864.39,1065.4,1032.82,475.03,638.92
ENSMUSG00000032263,318.2,322.59,166.73,174.88,295.45,401.03
ENSMUSG00000032262,0.0,0.0,1.38,3.14,0.97,0.0
ENSMUSG00000032261,24.98,3.89,5.53,36.07,1.93,39.27
ENSMUSG00000081984,1.85,1.55,1.38,13.33,13.52,36.25
ENSMUSG00000006998,6389.99,6458.83,6596.49,6192.24,4648.97,3263.34
ENSMUSG00000108414,1118.34,1260.05,1206.53,687.77,1115.17,1616.95
ENSMUSG00000050114,0.93,4.66,0.0,12.55,45.38,11.33
ENSMUSG00000086404,0.0,1.55,2.77,5.49,3.86,0.0
ENSMUSG00000086405,2.78,0.78,4.15,0.0,0.0,0.0
ENSMUSG00000086407,1.85,3.11,0.69,2.35,10.62,6.04
ENSMUSG00000086401,7.4,19.43,11.07,9.41,28.0,28.7
ENSMUSG00000086402,1.85,0.0,1.38,3.14,0.0,9.82
ENSMUSG00000059439,499.51,473.39,684.9,578.76,468.28,223.55
ENSMUSG00000099998,21.28,5.44,11.76,10.19,10.62,0.76
ENSMUSG00000016664,3496.55,3218.92,3118.72,2931.43,2400.28,1604.86
ENSMUSG00000059430,26.83,27.98,21.45,5.49,16.41,52.11
ENSMUSG00000059434,12.95,5.44,13.84,5.49,0.0,0.0
ENSMUSG00000059436,1366.24,979.44,773.45,305.06,569.66,450.87
ENSMUSG00000093838,1283.92,1125.57,172.95,1526.89,375.59,691.03
ENSMUSG00000068101,309.88,326.48,306.48,499.55,241.38,872.29
ENSMUSG00000041747,979.59,888.49,1188.54,708.94,493.38,638.17
ENSMUSG00000041740,3431.8,4087.2,4355.69,4274.03,4082.21,3141.75
ENSMUSG00000041741,1.85,17.1,25.6,0.78,3.86,2.27
ENSMUSG00000047749,73.08,20.99,74.72,9.41,13.52,18.13
ENSMUSG00000047746,10.18,4.66,6.23,0.0,46.34,0.0
ENSMUSG00000047747,214.6,227.76,166.73,88.62,107.17,87.61
ENSMUSG00000051648,0.93,6.22,0.0,10.98,92.69,4.53
ENSMUSG00000027778,305.25,118.15,140.44,215.66,88.83,151.05
ENSMUSG00000056612,542.98,673.17,579.74,559.94,498.21,1006.72
ENSMUSG00000027770,1124.82,1069.61,1364.96,1104.97,1230.07,1628.27
ENSMUSG00000027777,0.93,0.78,0.69,1.57,0.0,0.76
ENSMUSG00000027776,0.0,0.0,0.69,19.61,19.31,24.17
ENSMUSG00000027775,2025.78,1687.58,1812.57,2442.08,2586.62,1659.99
ENSMUSG00000027774,760.36,984.1,864.77,523.08,570.62,607.2
ENSMUSG00000000903,26.83,38.87,48.43,133.32,109.1,612.49
ENSMUSG00000000902,1795.45,2057.59,1979.99,2017.81,2599.17,2554.18
ENSMUSG00000000901,14.8,6.22,1.38,18.04,26.07,3.02
ENSMUSG00000093346,0.0,1.55,0.69,0.78,1.93,2.27
ENSMUSG00000056383,765.91,377.78,425.47,697.18,1045.66,638.92
ENSMUSG00000057561,4117.23,3124.87,4102.49,1693.93,1332.41,1687.94
ENSMUSG00000044469,118.4,115.82,160.5,170.18,203.72,135.94
ENSMUSG00000004268,1729.77,1724.9,1605.71,1721.37,1982.21,2650.1
ENSMUSG00000004266,13038.06,17127.69,15877.24,11370.48,11798.62,6956.42
ENSMUSG00000004267,70.3,73.85,60.19,1251.62,1693.52,733.33
ENSMUSG00000004264,1874.08,2335.1,1908.04,2351.89,2391.59,2549.65
ENSMUSG00000051397,49.03,47.42,67.8,77.64,81.1,73.26
ENSMUSG00000051390,668.78,712.81,574.9,566.99,448.97,428.97
ENSMUSG00000004263,7.4,7.77,21.45,12.55,15.45,28.7
ENSMUSG00000043190,263.63,199.0,251.13,238.4,163.17,350.43
ENSMUSG00000080768,5.55,18.66,16.6,13.33,13.52,12.08
ENSMUSG00000080763,2.78,1.55,0.69,4.71,6.76,3.02
ENSMUSG00000042385,0.93,17.1,2.08,3.14,0.97,25.68
ENSMUSG00000097455,0.0,1.55,0.0,0.0,0.0,1.51
ENSMUSG00000002032,48.1,112.71,71.26,54.11,15.45,33.99
ENSMUSG00000082402,3.7,10.11,1.38,0.0,0.0,1.51
ENSMUSG00000097451,0.0,5.44,1.38,0.0,1.93,3.78
ENSMUSG00000046836,1177.54,1226.63,1398.17,861.86,752.14,539.99
ENSMUSG00000106992,12.95,7.0,14.53,15.68,16.41,24.92
ENSMUSG00000089764,42.55,39.64,34.59,40.0,91.72,103.47
ENSMUSG00000089767,5.55,4.66,0.69,0.78,8.69,0.0
ENSMUSG00000089762,1850.03,2424.49,1623.7,1724.51,2415.72,1123.78
ENSMUSG00000089768,7.4,20.21,11.76,24.31,34.76,40.78
ENSMUSG00000049760,566.11,794.43,695.97,858.73,1129.66,1616.95
ENSMUSG00000091570,0.0,0.78,0.69,3.92,0.0,2.27
ENSMUSG00000049764,514.31,398.77,387.42,731.68,282.9,451.63
ENSMUSG00000050936,0.0,0.78,0.0,0.0,23.17,0.0
ENSMUSG00000050931,1.85,2.33,7.61,0.0,14.48,7.55
ENSMUSG00000050930,22.2,21.77,3.46,63.52,55.03,46.82
ENSMUSG00000009575,935.19,812.31,1152.57,911.27,395.86,1084.51
ENSMUSG00000083253,0.0,0.0,0.0,1.57,0.97,2.27
ENSMUSG00000065537,233.1,179.56,185.41,80.78,60.83,67.97
ENSMUSG00000091577,1.85,3.89,0.69,1.57,0.0,2.27
ENSMUSG00000081170,1.85,3.11,1.38,0.78,0.97,7.55
ENSMUSG00000095497,122.1,7.0,52.58,83.13,77.24,219.77
ENSMUSG00000081179,9.25,11.66,9.69,0.78,3.86,3.02
ENSMUSG00000085844,0.0,0.0,0.0,0.0,0.97,20.39
ENSMUSG00000094546,5058.9,4926.72,7741.45,1660.2,868.0,1000.68
ENSMUSG00000106629,0.0,0.78,0.0,0.0,0.0,0.76
ENSMUSG00000106628,0.0,0.78,0.69,5.49,1.93,0.0
ENSMUSG00000083449,4.63,5.44,4.15,9.41,5.79,15.1
ENSMUSG00000035212,3133.95,3233.69,3190.67,2610.69,2938.07,1999.09
ENSMUSG00000083443,16.65,5.44,10.38,14.9,12.55,3.02
ENSMUSG00000108574,0.0,0.0,2.08,2.35,3.86,3.02
ENSMUSG00000093793,0.0,3.11,5.53,3.92,0.0,1.51
ENSMUSG00000108573,3.7,7.0,0.0,2.35,0.0,9.06
ENSMUSG00000093798,88.8,81.62,58.11,123.91,85.93,81.56
ENSMUSG00000035215,183.15,248.75,224.15,373.29,478.9,792.24
ENSMUSG00000036009,209.05,326.48,233.14,140.38,107.17,73.26
ENSMUSG00000099137,11.1,6.22,4.84,10.19,0.97,6.04
ENSMUSG00000091498,153.55,150.8,144.59,218.8,327.31,428.97
ENSMUSG00000091492,2.78,5.44,4.15,9.41,11.59,6.8
ENSMUSG00000091491,8.33,8.55,24.91,18.82,0.97,34.74
ENSMUSG00000058099,10288.92,11036.53,11091.24,3885.84,5134.62,2649.34
ENSMUSG00000078238,41.63,59.08,42.2,45.49,55.03,88.36
ENSMUSG00000100701,9.25,9.33,5.53,11.76,16.41,9.82
ENSMUSG00000096561,0.0,0.0,0.0,0.78,0.0,0.0
ENSMUSG00000023169,9962.39,8643.91,10148.29,5661.32,5817.24,3786.72
ENSMUSG00000017412,8.33,0.78,6.23,29.02,72.41,60.42
ENSMUSG00000017417,1243.22,1577.98,1524.77,510.53,745.38,732.57
ENSMUSG00000017418,2286.63,1289.59,1279.87,863.43,677.79,444.83
ENSMUSG00000037759,4.63,22.54,19.37,30.58,121.66,21.15
ENSMUSG00000037754,1046.19,827.86,670.37,1141.83,754.07,1022.58
ENSMUSG00000107283,382.03,478.84,386.03,378.78,454.76,584.55
ENSMUSG00000107286,98.98,105.72,80.25,96.46,120.69,44.56
ENSMUSG00000037752,6.48,32.65,38.74,21.17,28.97,18.13
ENSMUSG00000116895,34.23,24.87,29.75,18.04,11.59,34.74
ENSMUSG00000054136,0.0,0.0,0.0,6.27,7.72,7.55
ENSMUSG00000054135,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000092677,2.78,2.33,0.0,1.57,0.0,0.0
ENSMUSG00000111241,4.63,2.33,8.99,2.35,0.0,0.0
ENSMUSG00000111246,1.85,7.0,6.23,4.71,14.48,20.39
ENSMUSG00000116894,5.55,6.22,13.84,0.0,0.0,0.0
ENSMUSG00000039599,456.96,489.72,488.42,455.63,443.17,426.7
ENSMUSG00000112572,1.85,0.0,0.0,1.57,0.0,1.51
ENSMUSG00000112571,16.65,25.65,4.15,11.76,80.14,42.29
ENSMUSG00000000579,94.35,160.13,120.38,72.93,82.07,98.18
ENSMUSG00000015120,2723.24,2912.66,2678.03,3624.69,4022.35,4001.96
ENSMUSG00000015127,76.78,80.06,82.33,116.07,76.28,15.86
ENSMUSG00000015126,283.98,365.35,306.48,379.57,477.93,493.92
ENSMUSG00000040936,55.5,17.88,47.04,57.25,80.14,48.33
ENSMUSG00000021357,2242.23,2083.24,2657.28,1458.66,928.83,573.22
ENSMUSG00000073274,195.18,301.6,451.07,31.37,7.72,89.87
ENSMUSG00000031347,1171.99,1169.1,1204.46,1179.47,1454.07,1795.18
ENSMUSG00000031343,23.13,4.66,25.6,0.0,0.0,0.0
ENSMUSG00000031342,74.93,87.06,76.1,977.93,1005.1,804.32
ENSMUSG00000031349,714.11,684.83,619.18,719.92,583.17,742.39
ENSMUSG00000105622,0.0,0.0,0.0,4.71,0.0,0.0
ENSMUSG00000110595,9.25,10.88,14.53,12.55,19.31,15.86
ENSMUSG00000110620,0.0,1.55,4.15,4.71,13.52,7.55
ENSMUSG00000110622,191.48,48.97,99.62,31.37,33.79,39.27
ENSMUSG00000110626,2.78,9.33,0.0,10.19,0.0,3.02
ENSMUSG00000094951,2041.5,576.78,2862.75,557.58,375.59,479.57
ENSMUSG00000094955,12.03,20.21,14.53,15.68,38.62,38.52
ENSMUSG00000029128,763.14,743.9,679.37,847.75,867.03,965.18
ENSMUSG00000022718,263.63,232.42,246.98,166.26,121.66,128.39
ENSMUSG00000029120,11.1,0.78,8.3,0.0,0.0,0.0
ENSMUSG00000029121,16.65,0.78,0.0,513.67,143.86,211.46
ENSMUSG00000029122,59.2,12.44,53.27,14.9,18.34,95.16
ENSMUSG00000029125,567.03,583.0,598.42,566.21,531.03,891.93
ENSMUSG00000029126,14.8,12.44,27.67,4.71,7.72,15.86
ENSMUSG00000029127,98.98,205.99,307.86,228.21,103.31,106.49
ENSMUSG00000038346,1655.77,1897.46,1908.73,954.4,1078.48,700.85
ENSMUSG00000038347,58.28,26.43,33.9,18.82,3.86,7.55
ENSMUSG00000038344,428.28,286.83,357.67,286.24,266.48,258.29
ENSMUSG00000038342,1693.7,2040.49,1858.23,2079.77,2680.28,2169.77
ENSMUSG00000020409,1598.42,1816.62,2478.79,1749.61,1534.21,1184.95
ENSMUSG00000020405,2.78,1.55,54.65,14.12,0.0,17.37
ENSMUSG00000020407,19.43,34.98,31.13,61.95,128.41,27.19
ENSMUSG00000020400,2195.98,1974.42,2009.73,2085.25,2668.69,1269.54
ENSMUSG00000020401,0.0,0.0,0.0,14.9,52.14,0.0
ENSMUSG00000020402,2178.41,1810.4,1406.47,1119.87,1098.76,1732.5
ENSMUSG00000038349,139.68,142.25,111.38,367.8,526.21,419.15
ENSMUSG00000028651,644.73,865.95,710.5,763.84,827.45,1115.47
ENSMUSG00000028653,1218.24,1263.16,1221.06,1159.08,448.0,650.25
ENSMUSG00000028655,503.21,445.41,474.59,94.11,140.97,50.6
ENSMUSG00000028654,925.01,1484.7,1284.71,1021.85,728.0,623.82
ENSMUSG00000028657,4782.32,6646.95,8371.7,6178.91,5097.93,4304.81
ENSMUSG00000028656,3564.08,3511.98,3160.23,1171.63,1232.0,825.47
ENSMUSG00000102394,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102391,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000064558,0.93,1.55,6.92,1.57,11.59,1.51
ENSMUSG00000102399,4.63,10.11,0.0,0.0,0.0,0.0
ENSMUSG00000107911,0.0,0.0,0.69,0.0,2.9,16.62
ENSMUSG00000025159,1642.82,1451.27,1400.24,723.06,579.31,610.98
ENSMUSG00000025158,789.96,887.71,954.02,614.05,460.55,361.0
ENSMUSG00000028467,1140.54,1393.75,1385.02,931.66,540.69,495.43
ENSMUSG00000025155,1418.05,1522.01,1480.49,1647.66,1403.86,1209.88
ENSMUSG00000025154,923.16,734.58,984.46,531.7,245.24,271.13
ENSMUSG00000025157,488.41,524.7,449.68,504.26,444.14,343.63
ENSMUSG00000025151,235.88,228.53,208.93,539.55,560.97,219.77
ENSMUSG00000025150,12.03,2.33,2.77,7.84,3.86,3.78
ENSMUSG00000025153,3236.62,2290.79,2427.59,1133.99,1131.59,593.61
ENSMUSG00000008373,1508.7,1612.18,1485.34,1441.41,1166.35,1237.07
ENSMUSG00000049823,24.98,15.55,22.14,13.33,0.97,6.8
ENSMUSG00000103388,0.0,3.89,4.15,1.57,0.0,0.0
ENSMUSG00000043445,510.61,690.27,666.91,1088.5,1270.62,1690.96
ENSMUSG00000038963,94.35,149.25,161.89,83.13,208.55,94.4
ENSMUSG00000039753,1455.97,1284.93,1306.85,2156.62,1739.86,1049.01
ENSMUSG00000103114,0.0,0.0,0.0,3.92,3.86,0.0
ENSMUSG00000087119,6.48,3.11,4.15,5.49,6.76,7.55
ENSMUSG00000028383,1166.44,1047.84,1244.58,781.09,569.66,679.71
ENSMUSG00000028382,5489.03,4364.71,5625.18,2685.19,2083.59,2809.45
ENSMUSG00000028381,800.14,448.52,724.33,1489.24,1191.45,1109.43
ENSMUSG00000028386,1.85,0.0,6.23,1.57,0.0,3.78
ENSMUSG00000028385,385.73,520.03,581.82,713.64,697.1,614.0
ENSMUSG00000028389,0.0,7.77,1.38,0.0,0.0,5.29
ENSMUSG00000114622,8.33,22.54,15.22,21.96,14.48,16.62
ENSMUSG00000032065,7.4,12.44,17.99,28.23,17.38,27.94
ENSMUSG00000032064,0.0,17.88,2.77,3.92,43.45,29.45
ENSMUSG00000032067,1717.75,1919.23,1830.55,1701.77,1708.0,2095.76
ENSMUSG00000032066,92.5,113.49,116.92,129.4,86.9,187.3
ENSMUSG00000032060,17.58,37.31,14.53,14.12,58.9,44.56
ENSMUSG00000032062,0.0,7.0,9.69,0.0,0.97,0.0
ENSMUSG00000032068,10848.56,9900.85,8222.27,80.78,52.14,116.31
ENSMUSG00000116665,0.0,0.0,0.69,1.57,0.0,0.0
ENSMUSG00000049612,12.03,13.21,5.53,0.0,2.9,9.82
ENSMUSG00000116660,0.0,0.0,0.0,27.45,8.69,35.5
ENSMUSG00000068452,11.1,0.0,6.92,0.0,0.0,0.0
ENSMUSG00000068457,703.01,377.01,648.23,457.2,380.41,328.52
ENSMUSG00000036545,64.75,73.07,24.91,4.71,11.59,12.08
ENSMUSG00000060208,0.93,0.0,31.13,0.0,0.0,0.0
ENSMUSG00000060206,0.0,0.78,0.69,0.0,25.1,1.51
ENSMUSG00000086648,0.0,2.33,0.69,5.49,0.97,3.78
ENSMUSG00000040065,0.0,0.78,0.0,0.0,0.0,0.0
ENSMUSG00000099966,156.33,174.12,139.75,133.32,245.24,164.64
ENSMUSG00000115312,23.13,27.21,33.9,17.25,22.21,22.66
ENSMUSG00000025060,4838.74,4087.98,4530.72,2409.14,1789.1,1226.49
ENSMUSG00000005339,0.0,0.0,0.0,23.53,0.0,0.0
ENSMUSG00000005338,0.93,0.0,4.15,73.72,196.0,136.7
ENSMUSG00000032939,1666.87,1576.43,1482.57,1379.45,933.66,713.69
ENSMUSG00000086399,30.53,10.88,31.82,5.49,0.97,2.27
ENSMUSG00000054604,2793.54,2357.64,2891.11,2661.66,2286.35,2051.96
ENSMUSG00000086395,3.7,0.0,2.08,22.74,9.66,33.23
ENSMUSG00000086390,0.93,5.44,10.38,0.0,0.0,0.0
ENSMUSG00000086392,12.95,0.0,0.0,7.84,12.55,4.53
ENSMUSG00000116083,0.0,6.22,4.84,1.57,0.0,0.76
ENSMUSG00000116089,5.55,13.99,8.3,7.06,5.79,13.59
ENSMUSG00000020389,84.18,42.75,20.75,105.87,38.62,70.99
ENSMUSG00000020388,325.6,328.03,318.93,1166.14,2027.59,1690.96
ENSMUSG00000033088,1471.7,1683.7,1212.07,2313.46,2330.76,1322.41
ENSMUSG00000027171,37.0,7.77,26.29,27.45,3.86,54.38
ENSMUSG00000027170,3022.94,3091.44,2435.89,2436.59,2475.59,3573.74
ENSMUSG00000027173,179.45,187.34,156.35,495.63,557.1,398.76
ENSMUSG00000020380,1005.49,1314.46,1391.25,1622.56,1252.28,1037.68
ENSMUSG00000033080,0.0,0.0,0.0,9.41,12.55,0.76
ENSMUSG00000020386,1674.27,1626.95,1259.11,2125.25,1791.04,2671.25
ENSMUSG00000033082,346.88,231.64,236.6,120.77,132.28,138.21
ENSMUSG00000027176,835.29,685.6,876.53,783.44,903.72,760.52
ENSMUSG00000030579,11500.69,13411.27,11893.06,9524.42,16183.04,14464.9
ENSMUSG00000030577,137.83,166.35,202.7,1875.08,990.62,1062.61
ENSMUSG00000050312,505.06,340.47,475.28,325.45,212.41,264.33
ENSMUSG00000024177,135.98,175.68,131.45,167.82,201.79,144.25
ENSMUSG00000056598,0.0,0.0,6.23,0.78,1.93,6.04
ENSMUSG00000004069,1308.89,1176.88,841.25,763.05,510.76,728.8
ENSMUSG00000048222,284.9,338.14,336.92,399.17,518.48,366.29
ENSMUSG00000072663,37.0,6.22,0.0,2.35,71.45,0.0
ENSMUSG00000072660,0.0,7.77,3.46,3.92,0.0,0.76
ENSMUSG00000006519,5432.6,6919.79,6541.15,22530.01,34860.98,35918.7
ENSMUSG00000104239,0.0,0.0,13.14,0.78,0.0,0.0
ENSMUSG00000104235,14.8,16.32,28.36,5.49,10.62,0.76
ENSMUSG00000104231,17.58,7.77,11.07,3.92,7.72,12.08
ENSMUSG00000037126,432.91,522.37,646.85,638.36,878.62,1006.72
ENSMUSG00000031622,2391.16,2799.94,2571.49,3739.19,4656.69,4501.17
ENSMUSG00000031626,4.63,73.85,37.36,14.12,4.83,22.66
ENSMUSG00000031627,1697.4,1696.91,1891.43,1766.86,2138.62,1453.82
ENSMUSG00000019817,114.7,106.49,158.43,247.03,168.97,117.06
ENSMUSG00000031628,1687.22,1807.29,1934.33,3360.41,3002.76,1962.84
ENSMUSG00000031629,141.53,186.56,155.66,130.97,70.48,75.52
ENSMUSG00000025145,930.56,1364.21,1098.61,1221.04,1473.38,859.45
ENSMUSG00000034059,11.1,3.11,7.61,40.78,56.0,27.94
ENSMUSG00000034057,0.0,0.78,35.28,9.41,0.0,0.0
ENSMUSG00000034055,230.33,324.15,400.56,279.97,232.69,45.31
ENSMUSG00000112980,85.1,59.08,29.75,119.2,160.28,52.87
ENSMUSG00000073130,8.33,0.0,0.0,7.84,0.0,12.84
ENSMUSG00000073131,846.39,700.37,680.75,647.77,605.38,938.75
ENSMUSG00000082319,345.03,303.16,282.95,172.53,161.24,120.84
ENSMUSG00000073139,408.86,517.7,501.57,501.12,393.93,283.97
ENSMUSG00000009772,7734.04,7423.5,7658.44,10772.9,13882.21,7176.94
ENSMUSG00000091105,0.0,1.55,2.08,2.35,0.97,0.76
ENSMUSG00000029247,3178.35,3089.89,3335.26,2674.99,1991.86,2832.11
ENSMUSG00000029246,686.36,554.24,446.22,641.5,601.52,484.86
ENSMUSG00000029249,1756.6,1825.95,1680.43,3125.92,3563.73,3046.59
ENSMUSG00000029248,0.0,1.55,0.0,3.14,3.86,1.51
ENSMUSG00000025141,4.63,2.33,4.84,3.92,6.76,0.0
ENSMUSG00000069267,1.85,2.33,6.23,6.27,2.9,0.0
ENSMUSG00000069266,0.0,0.0,0.0,4.71,0.97,0.76
ENSMUSG00000069265,28.68,28.76,26.29,39.21,34.76,44.56
ENSMUSG00000039676,2.78,11.66,24.21,87.83,131.31,133.68
ENSMUSG00000039670,38.85,66.07,61.57,59.6,73.38,88.36
ENSMUSG00000046675,1478.17,1193.98,1016.97,1169.28,1506.21,1503.66
ENSMUSG00000046671,2344.91,2295.46,2608.85,2009.97,2262.21,1619.21
